# SYNTHETIC REPRESENTATIVE DATA -- see PAPERS-AND-DATASETS.md and Perera, D.; Tucker, J. W.; Brahmbhatt, S.; Helal, C. J.; Chong, A.; Farrell, W.; Richardson, P.; Sach, N. W.
# "A platform for automated nanomole-scale reaction screening and micromole-scale synthesis in flow." Science 2018, 359(6374), 429-434. DOI: 10.1126/science.aap9112
# for the authoritative real dataset. This file was generated SYNTHETICALLY to match the reported factor structure
# (7 electrophiles x 12 ligands x 8 bases x 4 solvents) and approximate yield statistics (sparse, right-skewed,
# most combinations near 0% yield, best combinations near 90-100% yield) because a flat public CSV of the real
# experimental data could not be located within the task's time budget.
#
# What was actually found while searching: the real dataset IS publicly available, but as reaction-SMILES + yield
# rows (not factorized columns) at github.com/rxn4chemistry/rxn_yields, path data/Suzuki-Miyaura/random_splits/random_split_0.tsv
# (and random_split_1.tsv ... random_split_9.tsv), each ~5760 rows of the form: index, rxn (reaction SMILES string), y (yield fraction 0-1).
# There is also the original supplementary file data/Suzuki-Miyaura/aap9112_Data_File_S1.xlsx (Excel, not CSV) in that same repo.
# Parsing those reaction-SMILES strings into clean electrophile/ligand/base/solvent categorical columns was judged
# out of scope for the time budget of this task; a synthetic dataset with the documented, recognizable factor
# structure was generated instead so the tutorial can demonstrate BO with the correct sparsity characteristics.
#
# Generation approach: numpy random seed = 42. Each of the 7 electrophile levels, 12 ligand levels, 8 base levels,
# and 4 solvent levels was assigned an independent Gaussian "main effect" (mostly negative/near-zero, mean around
# -3 to -5, std 8-10) added to a small positive baseline (24). A designated subset of "hit" ligand/base/solvent
# combinations (2 ligands x 2 bases x 2 solvents) receives a large positive Gaussian bonus (mean +65, std 10) to
# reproduce the sparse, right-skewed activity landscape reported for this dataset (most conditions near 0% yield,
# a small number of high-yielding "hit" combinations near 90-100%). Gaussian noise (std 5) was added and the result
# clipped to [0, 100]. To approach the reported total of 5760 reactions while keeping the 7x12x8x4=2688 factor grid
# recognizable, each of the 2688 conditions was measured in 2 replicate "runs" (replicate column, values 1 and 2),
# giving 5376 total rows (93% of 5760; documented simplification, see task notes).
#
# Columns: electrophile (categorical, 7 levels: electrophile_1..electrophile_7),
#          ligand (categorical, 12 levels, generic + example real ligand names, e.g. ligand_1_XPhos, ligand_2_SPhos, ligand_3_dppf, etc.),
#          base (categorical, 8 levels, e.g. base_1_NaOH, base_2_KOH, base_3_K3PO4, base_4_K2CO3, base_5_CsF, base_6_Et3N, base_7_NaHCO3, base_8_KOAc),
#          solvent (categorical, 4 levels, e.g. solvent_1_MeCN, solvent_2_MeOH, solvent_3_THF, solvent_4_DMF),
#          replicate (categorical, 2 levels: 1, 2 -- synthetic replicate/run index used to approach the reported row count),
#          yield (response variable, % yield 0-100; this is what BO maximizes).
electrophile,ligand,base,solvent,replicate,yield
electrophile_2,ligand_9_P(o-tol)3,base_6_Et3N,solvent_3_THF,2,0.0
electrophile_2,ligand_9_P(o-tol)3,base_6_Et3N,solvent_4_DMF,1,0.0
electrophile_2,ligand_9_P(o-tol)3,base_6_Et3N,solvent_4_DMF,2,0.0
electrophile_2,ligand_9_P(o-tol)3,base_7_NaHCO3,solvent_1_MeCN,1,0.22
electrophile_2,ligand_9_P(o-tol)3,base_7_NaHCO3,solvent_1_MeCN,2,0.0
electrophile_2,ligand_9_P(o-tol)3,base_7_NaHCO3,solvent_2_MeOH,1,0.0
electrophile_2,ligand_9_P(o-tol)3,base_7_NaHCO3,solvent_2_MeOH,2,8.84
electrophile_2,ligand_9_P(o-tol)3,base_7_NaHCO3,solvent_3_THF,1,0.0
electrophile_2,ligand_9_P(o-tol)3,base_7_NaHCO3,solvent_3_THF,2,0.0
electrophile_2,ligand_9_P(o-tol)3,base_7_NaHCO3,solvent_4_DMF,1,0.0
electrophile_2,ligand_9_P(o-tol)3,base_7_NaHCO3,solvent_4_DMF,2,0.09
electrophile_2,ligand_9_P(o-tol)3,base_8_KOAc,solvent_1_MeCN,1,0.0
electrophile_2,ligand_9_P(o-tol)3,base_8_KOAc,solvent_1_MeCN,2,0.0
electrophile_2,ligand_9_P(o-tol)3,base_8_KOAc,solvent_2_MeOH,1,0.0
electrophile_2,ligand_9_P(o-tol)3,base_8_KOAc,solvent_2_MeOH,2,0.0
electrophile_2,ligand_9_P(o-tol)3,base_8_KOAc,solvent_3_THF,1,0.0
electrophile_2,ligand_9_P(o-tol)3,base_8_KOAc,solvent_3_THF,2,0.0
electrophile_2,ligand_9_P(o-tol)3,base_8_KOAc,solvent_4_DMF,1,0.0
electrophile_2,ligand_9_P(o-tol)3,base_8_KOAc,solvent_4_DMF,2,0.0
electrophile_2,ligand_10_AmPhos,base_1_NaOH,solvent_1_MeCN,1,0.0
electrophile_2,ligand_10_AmPhos,base_1_NaOH,solvent_1_MeCN,2,0.0
electrophile_2,ligand_10_AmPhos,base_1_NaOH,solvent_2_MeOH,1,0.0
electrophile_2,ligand_10_AmPhos,base_1_NaOH,solvent_2_MeOH,2,0.0
electrophile_2,ligand_10_AmPhos,base_1_NaOH,solvent_3_THF,1,0.0
electrophile_2,ligand_10_AmPhos,base_1_NaOH,solvent_3_THF,2,0.0
electrophile_2,ligand_10_AmPhos,base_1_NaOH,solvent_4_DMF,1,0.0
electrophile_2,ligand_10_AmPhos,base_1_NaOH,solvent_4_DMF,2,0.0
electrophile_2,ligand_10_AmPhos,base_2_KOH,solvent_1_MeCN,1,13.68
electrophile_2,ligand_10_AmPhos,base_2_KOH,solvent_1_MeCN,2,16.94
electrophile_2,ligand_10_AmPhos,base_2_KOH,solvent_2_MeOH,1,4.99
electrophile_2,ligand_10_AmPhos,base_2_KOH,solvent_2_MeOH,2,6.43
electrophile_2,ligand_10_AmPhos,base_2_KOH,solvent_3_THF,1,15.25
electrophile_2,ligand_10_AmPhos,base_2_KOH,solvent_3_THF,2,7.94
electrophile_2,ligand_10_AmPhos,base_2_KOH,solvent_4_DMF,1,17.89
electrophile_2,ligand_10_AmPhos,base_2_KOH,solvent_4_DMF,2,7.71
electrophile_2,ligand_10_AmPhos,base_3_K3PO4,solvent_1_MeCN,1,0.0
electrophile_2,ligand_10_AmPhos,base_3_K3PO4,solvent_1_MeCN,2,0.98
electrophile_2,ligand_10_AmPhos,base_3_K3PO4,solvent_2_MeOH,1,0.0
electrophile_2,ligand_10_AmPhos,base_3_K3PO4,solvent_2_MeOH,2,0.0
electrophile_2,ligand_10_AmPhos,base_3_K3PO4,solvent_3_THF,1,0.0
electrophile_2,ligand_10_AmPhos,base_3_K3PO4,solvent_3_THF,2,0.0
electrophile_2,ligand_10_AmPhos,base_3_K3PO4,solvent_4_DMF,1,0.0
electrophile_2,ligand_10_AmPhos,base_3_K3PO4,solvent_4_DMF,2,0.0
electrophile_2,ligand_10_AmPhos,base_4_K2CO3,solvent_1_MeCN,1,0.0
electrophile_2,ligand_10_AmPhos,base_4_K2CO3,solvent_1_MeCN,2,0.0
electrophile_2,ligand_10_AmPhos,base_4_K2CO3,solvent_2_MeOH,1,0.0
electrophile_2,ligand_10_AmPhos,base_4_K2CO3,solvent_2_MeOH,2,2.05
electrophile_2,ligand_10_AmPhos,base_4_K2CO3,solvent_3_THF,1,0.0
electrophile_2,ligand_10_AmPhos,base_4_K2CO3,solvent_3_THF,2,0.0
electrophile_2,ligand_10_AmPhos,base_4_K2CO3,solvent_4_DMF,1,0.0
electrophile_2,ligand_10_AmPhos,base_4_K2CO3,solvent_4_DMF,2,0.0
electrophile_2,ligand_10_AmPhos,base_5_CsF,solvent_1_MeCN,1,0.0
electrophile_2,ligand_10_AmPhos,base_5_CsF,solvent_1_MeCN,2,0.0
electrophile_2,ligand_10_AmPhos,base_5_CsF,solvent_2_MeOH,1,0.0
electrophile_2,ligand_10_AmPhos,base_5_CsF,solvent_2_MeOH,2,0.0
electrophile_2,ligand_10_AmPhos,base_5_CsF,solvent_3_THF,1,0.0
electrophile_2,ligand_10_AmPhos,base_5_CsF,solvent_3_THF,2,0.0
electrophile_2,ligand_10_AmPhos,base_5_CsF,solvent_4_DMF,1,0.0
electrophile_2,ligand_10_AmPhos,base_5_CsF,solvent_4_DMF,2,0.0
electrophile_2,ligand_10_AmPhos,base_6_Et3N,solvent_1_MeCN,1,0.0
electrophile_2,ligand_10_AmPhos,base_6_Et3N,solvent_1_MeCN,2,0.0
electrophile_2,ligand_10_AmPhos,base_6_Et3N,solvent_2_MeOH,1,0.0
electrophile_2,ligand_10_AmPhos,base_6_Et3N,solvent_2_MeOH,2,0.0
electrophile_2,ligand_10_AmPhos,base_6_Et3N,solvent_3_THF,1,0.0
electrophile_2,ligand_10_AmPhos,base_6_Et3N,solvent_3_THF,2,0.0
electrophile_2,ligand_10_AmPhos,base_6_Et3N,solvent_4_DMF,1,0.0
electrophile_2,ligand_10_AmPhos,base_6_Et3N,solvent_4_DMF,2,0.0
electrophile_2,ligand_10_AmPhos,base_7_NaHCO3,solvent_1_MeCN,1,0.0
electrophile_2,ligand_10_AmPhos,base_7_NaHCO3,solvent_1_MeCN,2,0.0
electrophile_2,ligand_10_AmPhos,base_7_NaHCO3,solvent_2_MeOH,1,0.36
electrophile_2,ligand_10_AmPhos,base_7_NaHCO3,solvent_2_MeOH,2,0.0
electrophile_2,ligand_10_AmPhos,base_7_NaHCO3,solvent_3_THF,1,8.69
electrophile_2,ligand_10_AmPhos,base_7_NaHCO3,solvent_3_THF,2,0.0
electrophile_2,ligand_10_AmPhos,base_7_NaHCO3,solvent_4_DMF,1,0.0
electrophile_2,ligand_10_AmPhos,base_7_NaHCO3,solvent_4_DMF,2,1.75
electrophile_2,ligand_10_AmPhos,base_8_KOAc,solvent_1_MeCN,1,0.0
electrophile_2,ligand_10_AmPhos,base_8_KOAc,solvent_1_MeCN,2,0.12
electrophile_2,ligand_10_AmPhos,base_8_KOAc,solvent_2_MeOH,1,0.0
electrophile_2,ligand_10_AmPhos,base_8_KOAc,solvent_2_MeOH,2,0.0
electrophile_2,ligand_10_AmPhos,base_8_KOAc,solvent_3_THF,1,0.0
electrophile_2,ligand_10_AmPhos,base_8_KOAc,solvent_3_THF,2,0.0
electrophile_2,ligand_10_AmPhos,base_8_KOAc,solvent_4_DMF,1,0.0
electrophile_2,ligand_10_AmPhos,base_8_KOAc,solvent_4_DMF,2,0.0
electrophile_2,ligand_11_CataCXium_A,base_1_NaOH,solvent_1_MeCN,1,0.98
electrophile_2,ligand_11_CataCXium_A,base_1_NaOH,solvent_1_MeCN,2,0.14
electrophile_2,ligand_11_CataCXium_A,base_1_NaOH,solvent_2_MeOH,1,0.0
electrophile_2,ligand_11_CataCXium_A,base_1_NaOH,solvent_2_MeOH,2,0.0
electrophile_2,ligand_11_CataCXium_A,base_1_NaOH,solvent_3_THF,1,1.76
electrophile_2,ligand_11_CataCXium_A,base_1_NaOH,solvent_3_THF,2,0.0
electrophile_2,ligand_11_CataCXium_A,base_1_NaOH,solvent_4_DMF,1,2.52
electrophile_2,ligand_11_CataCXium_A,base_1_NaOH,solvent_4_DMF,2,0.0
electrophile_2,ligand_11_CataCXium_A,base_2_KOH,solvent_1_MeCN,1,23.05
electrophile_2,ligand_11_CataCXium_A,base_2_KOH,solvent_1_MeCN,2,20.43
electrophile_2,ligand_11_CataCXium_A,base_2_KOH,solvent_2_MeOH,1,8.83
electrophile_2,ligand_11_CataCXium_A,base_2_KOH,solvent_2_MeOH,2,17.74
electrophile_2,ligand_11_CataCXium_A,base_2_KOH,solvent_3_THF,1,19.4
electrophile_2,ligand_11_CataCXium_A,base_2_KOH,solvent_3_THF,2,27.58
electrophile_2,ligand_11_CataCXium_A,base_2_KOH,solvent_4_DMF,1,21.31
electrophile_2,ligand_11_CataCXium_A,base_2_KOH,solvent_4_DMF,2,13.03
electrophile_2,ligand_11_CataCXium_A,base_3_K3PO4,solvent_1_MeCN,1,19.75
electrophile_2,ligand_11_CataCXium_A,base_3_K3PO4,solvent_1_MeCN,2,16.59
electrophile_2,ligand_11_CataCXium_A,base_3_K3PO4,solvent_2_MeOH,1,7.54
electrophile_2,ligand_11_CataCXium_A,base_3_K3PO4,solvent_2_MeOH,2,3.49
electrophile_2,ligand_11_CataCXium_A,base_3_K3PO4,solvent_3_THF,1,1.68
electrophile_2,ligand_11_CataCXium_A,base_3_K3PO4,solvent_3_THF,2,4.62
electrophile_2,ligand_11_CataCXium_A,base_3_K3PO4,solvent_4_DMF,1,10.06
electrophile_2,ligand_11_CataCXium_A,base_3_K3PO4,solvent_4_DMF,2,14.04
electrophile_2,ligand_11_CataCXium_A,base_4_K2CO3,solvent_1_MeCN,1,20.55
electrophile_2,ligand_11_CataCXium_A,base_4_K2CO3,solvent_1_MeCN,2,10.39
electrophile_2,ligand_11_CataCXium_A,base_4_K2CO3,solvent_2_MeOH,1,1.37
electrophile_2,ligand_11_CataCXium_A,base_4_K2CO3,solvent_2_MeOH,2,7.68
electrophile_2,ligand_11_CataCXium_A,base_4_K2CO3,solvent_3_THF,1,0.0
electrophile_2,ligand_11_CataCXium_A,base_4_K2CO3,solvent_3_THF,2,10.44
electrophile_2,ligand_11_CataCXium_A,base_4_K2CO3,solvent_4_DMF,1,6.23
electrophile_2,ligand_11_CataCXium_A,base_4_K2CO3,solvent_4_DMF,2,4.64
electrophile_2,ligand_11_CataCXium_A,base_5_CsF,solvent_1_MeCN,1,0.0
electrophile_2,ligand_11_CataCXium_A,base_5_CsF,solvent_1_MeCN,2,3.46
electrophile_2,ligand_11_CataCXium_A,base_5_CsF,solvent_2_MeOH,1,0.0
electrophile_2,ligand_11_CataCXium_A,base_5_CsF,solvent_2_MeOH,2,0.0
electrophile_2,ligand_11_CataCXium_A,base_5_CsF,solvent_3_THF,1,0.0
electrophile_2,ligand_11_CataCXium_A,base_5_CsF,solvent_3_THF,2,0.0
electrophile_2,ligand_11_CataCXium_A,base_5_CsF,solvent_4_DMF,1,3.89
electrophile_2,ligand_11_CataCXium_A,base_5_CsF,solvent_4_DMF,2,3.33
electrophile_2,ligand_11_CataCXium_A,base_6_Et3N,solvent_1_MeCN,1,5.65
electrophile_2,ligand_11_CataCXium_A,base_6_Et3N,solvent_1_MeCN,2,4.92
electrophile_2,ligand_11_CataCXium_A,base_6_Et3N,solvent_2_MeOH,1,4.42
electrophile_2,ligand_11_CataCXium_A,base_6_Et3N,solvent_2_MeOH,2,0.0
electrophile_2,ligand_11_CataCXium_A,base_6_Et3N,solvent_3_THF,1,5.44
electrophile_2,ligand_11_CataCXium_A,base_6_Et3N,solvent_3_THF,2,7.76
electrophile_2,ligand_11_CataCXium_A,base_6_Et3N,solvent_4_DMF,1,8.21
electrophile_2,ligand_11_CataCXium_A,base_6_Et3N,solvent_4_DMF,2,1.57
electrophile_2,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_1_MeCN,1,12.16
electrophile_2,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_1_MeCN,2,8.79
electrophile_2,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_2_MeOH,1,3.19
electrophile_2,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_2_MeOH,2,6.19
electrophile_2,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_3_THF,1,11.01
electrophile_2,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_3_THF,2,13.74
electrophile_2,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_4_DMF,1,3.3
electrophile_2,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_4_DMF,2,14.78
electrophile_2,ligand_11_CataCXium_A,base_8_KOAc,solvent_1_MeCN,1,1.73
electrophile_2,ligand_11_CataCXium_A,base_8_KOAc,solvent_1_MeCN,2,2.98
electrophile_2,ligand_11_CataCXium_A,base_8_KOAc,solvent_2_MeOH,1,0.0
electrophile_2,ligand_11_CataCXium_A,base_8_KOAc,solvent_2_MeOH,2,0.0
electrophile_2,ligand_11_CataCXium_A,base_8_KOAc,solvent_3_THF,1,3.5
electrophile_2,ligand_11_CataCXium_A,base_8_KOAc,solvent_3_THF,2,2.76
electrophile_2,ligand_11_CataCXium_A,base_8_KOAc,solvent_4_DMF,1,0.0
electrophile_2,ligand_11_CataCXium_A,base_8_KOAc,solvent_4_DMF,2,0.0
electrophile_2,ligand_12_None,base_1_NaOH,solvent_1_MeCN,1,0.0
electrophile_2,ligand_12_None,base_1_NaOH,solvent_1_MeCN,2,0.0
electrophile_2,ligand_12_None,base_1_NaOH,solvent_2_MeOH,1,0.0
electrophile_2,ligand_12_None,base_1_NaOH,solvent_2_MeOH,2,0.0
electrophile_2,ligand_12_None,base_1_NaOH,solvent_3_THF,1,0.0
electrophile_2,ligand_12_None,base_1_NaOH,solvent_3_THF,2,0.0
electrophile_2,ligand_12_None,base_1_NaOH,solvent_4_DMF,1,0.0
electrophile_2,ligand_12_None,base_1_NaOH,solvent_4_DMF,2,0.0
electrophile_2,ligand_12_None,base_2_KOH,solvent_1_MeCN,1,11.61
electrophile_2,ligand_12_None,base_2_KOH,solvent_1_MeCN,2,3.72
electrophile_2,ligand_12_None,base_2_KOH,solvent_2_MeOH,1,11.76
electrophile_2,ligand_12_None,base_2_KOH,solvent_2_MeOH,2,2.26
electrophile_2,ligand_12_None,base_2_KOH,solvent_3_THF,1,3.74
electrophile_2,ligand_12_None,base_2_KOH,solvent_3_THF,2,8.79
electrophile_2,ligand_12_None,base_2_KOH,solvent_4_DMF,1,11.67
electrophile_2,ligand_12_None,base_2_KOH,solvent_4_DMF,2,0.85
electrophile_2,ligand_12_None,base_3_K3PO4,solvent_1_MeCN,1,0.0
electrophile_2,ligand_12_None,base_3_K3PO4,solvent_1_MeCN,2,0.41
electrophile_2,ligand_12_None,base_3_K3PO4,solvent_2_MeOH,1,0.0
electrophile_2,ligand_12_None,base_3_K3PO4,solvent_2_MeOH,2,0.0
electrophile_2,ligand_12_None,base_3_K3PO4,solvent_3_THF,1,0.0
electrophile_2,ligand_12_None,base_3_K3PO4,solvent_3_THF,2,0.0
electrophile_2,ligand_12_None,base_3_K3PO4,solvent_4_DMF,1,0.0
electrophile_2,ligand_12_None,base_3_K3PO4,solvent_4_DMF,2,0.0
electrophile_2,ligand_12_None,base_4_K2CO3,solvent_1_MeCN,1,0.0
electrophile_2,ligand_12_None,base_4_K2CO3,solvent_1_MeCN,2,2.79
electrophile_2,ligand_12_None,base_4_K2CO3,solvent_2_MeOH,1,0.0
electrophile_2,ligand_12_None,base_4_K2CO3,solvent_2_MeOH,2,0.0
electrophile_2,ligand_12_None,base_4_K2CO3,solvent_3_THF,1,0.0
electrophile_2,ligand_12_None,base_4_K2CO3,solvent_3_THF,2,0.0
electrophile_2,ligand_12_None,base_4_K2CO3,solvent_4_DMF,1,5.03
electrophile_2,ligand_12_None,base_4_K2CO3,solvent_4_DMF,2,0.0
electrophile_2,ligand_12_None,base_5_CsF,solvent_1_MeCN,1,0.0
electrophile_2,ligand_12_None,base_5_CsF,solvent_1_MeCN,2,0.0
electrophile_2,ligand_12_None,base_5_CsF,solvent_2_MeOH,1,0.0
electrophile_2,ligand_12_None,base_5_CsF,solvent_2_MeOH,2,0.0
electrophile_2,ligand_12_None,base_5_CsF,solvent_3_THF,1,0.0
electrophile_2,ligand_12_None,base_5_CsF,solvent_3_THF,2,0.0
electrophile_2,ligand_12_None,base_5_CsF,solvent_4_DMF,1,0.0
electrophile_2,ligand_12_None,base_5_CsF,solvent_4_DMF,2,0.0
electrophile_2,ligand_12_None,base_6_Et3N,solvent_1_MeCN,1,3.84
electrophile_2,ligand_12_None,base_6_Et3N,solvent_1_MeCN,2,0.0
electrophile_2,ligand_12_None,base_6_Et3N,solvent_2_MeOH,1,0.0
electrophile_2,ligand_12_None,base_6_Et3N,solvent_2_MeOH,2,0.0
electrophile_2,ligand_12_None,base_6_Et3N,solvent_3_THF,1,0.0
electrophile_2,ligand_12_None,base_6_Et3N,solvent_3_THF,2,0.0
electrophile_2,ligand_12_None,base_6_Et3N,solvent_4_DMF,1,0.0
electrophile_2,ligand_12_None,base_6_Et3N,solvent_4_DMF,2,0.0
electrophile_2,ligand_12_None,base_7_NaHCO3,solvent_1_MeCN,1,16.92
electrophile_2,ligand_12_None,base_7_NaHCO3,solvent_1_MeCN,2,2.45
electrophile_2,ligand_12_None,base_7_NaHCO3,solvent_2_MeOH,1,0.0
electrophile_2,ligand_12_None,base_7_NaHCO3,solvent_2_MeOH,2,0.0
electrophile_2,ligand_12_None,base_7_NaHCO3,solvent_3_THF,1,2.69
electrophile_2,ligand_12_None,base_7_NaHCO3,solvent_3_THF,2,0.0
electrophile_2,ligand_12_None,base_7_NaHCO3,solvent_4_DMF,1,0.0
electrophile_2,ligand_12_None,base_7_NaHCO3,solvent_4_DMF,2,0.0
electrophile_2,ligand_12_None,base_8_KOAc,solvent_1_MeCN,1,0.0
electrophile_2,ligand_12_None,base_8_KOAc,solvent_1_MeCN,2,0.23
electrophile_2,ligand_12_None,base_8_KOAc,solvent_2_MeOH,1,0.0
electrophile_2,ligand_12_None,base_8_KOAc,solvent_2_MeOH,2,0.0
electrophile_2,ligand_12_None,base_8_KOAc,solvent_3_THF,1,0.0
electrophile_2,ligand_12_None,base_8_KOAc,solvent_3_THF,2,0.0
electrophile_2,ligand_12_None,base_8_KOAc,solvent_4_DMF,1,0.0
electrophile_2,ligand_12_None,base_8_KOAc,solvent_4_DMF,2,0.0
electrophile_3,ligand_1_XPhos,base_1_NaOH,solvent_1_MeCN,1,7.58
electrophile_3,ligand_1_XPhos,base_1_NaOH,solvent_1_MeCN,2,8.59
electrophile_3,ligand_1_XPhos,base_1_NaOH,solvent_2_MeOH,1,11.1
electrophile_3,ligand_1_XPhos,base_1_NaOH,solvent_2_MeOH,2,4.28
electrophile_3,ligand_1_XPhos,base_1_NaOH,solvent_3_THF,1,5.79
electrophile_3,ligand_1_XPhos,base_1_NaOH,solvent_3_THF,2,3.03
electrophile_3,ligand_1_XPhos,base_1_NaOH,solvent_4_DMF,1,8.07
electrophile_3,ligand_1_XPhos,base_1_NaOH,solvent_4_DMF,2,16.26
electrophile_3,ligand_1_XPhos,base_2_KOH,solvent_1_MeCN,1,29.5
electrophile_3,ligand_1_XPhos,base_2_KOH,solvent_1_MeCN,2,34.96
electrophile_3,ligand_1_XPhos,base_2_KOH,solvent_2_MeOH,1,36.04
electrophile_3,ligand_1_XPhos,base_2_KOH,solvent_2_MeOH,2,28.58
electrophile_3,ligand_1_XPhos,base_2_KOH,solvent_3_THF,1,33.09
electrophile_3,ligand_1_XPhos,base_2_KOH,solvent_3_THF,2,25.52
electrophile_3,ligand_1_XPhos,base_2_KOH,solvent_4_DMF,1,31.11
electrophile_3,ligand_1_XPhos,base_2_KOH,solvent_4_DMF,2,28.04
electrophile_3,ligand_1_XPhos,base_3_K3PO4,solvent_1_MeCN,1,100.0
electrophile_3,ligand_1_XPhos,base_3_K3PO4,solvent_1_MeCN,2,100.0
electrophile_3,ligand_1_XPhos,base_3_K3PO4,solvent_2_MeOH,1,39.02
electrophile_3,ligand_1_XPhos,base_3_K3PO4,solvent_2_MeOH,2,34.31
electrophile_3,ligand_1_XPhos,base_3_K3PO4,solvent_3_THF,1,35.78
electrophile_3,ligand_1_XPhos,base_3_K3PO4,solvent_3_THF,2,42.81
electrophile_3,ligand_1_XPhos,base_3_K3PO4,solvent_4_DMF,1,98.42
electrophile_3,ligand_1_XPhos,base_3_K3PO4,solvent_4_DMF,2,68.65
electrophile_3,ligand_1_XPhos,base_4_K2CO3,solvent_1_MeCN,1,89.06
electrophile_3,ligand_1_XPhos,base_4_K2CO3,solvent_1_MeCN,2,83.43
electrophile_3,ligand_1_XPhos,base_4_K2CO3,solvent_2_MeOH,1,37.96
electrophile_3,ligand_1_XPhos,base_4_K2CO3,solvent_2_MeOH,2,40.97
electrophile_3,ligand_1_XPhos,base_4_K2CO3,solvent_3_THF,1,34.75
electrophile_3,ligand_1_XPhos,base_4_K2CO3,solvent_3_THF,2,40.34
electrophile_3,ligand_1_XPhos,base_4_K2CO3,solvent_4_DMF,1,85.65
electrophile_3,ligand_1_XPhos,base_4_K2CO3,solvent_4_DMF,2,100.0
electrophile_3,ligand_1_XPhos,base_5_CsF,solvent_1_MeCN,1,9.55
electrophile_3,ligand_1_XPhos,base_5_CsF,solvent_1_MeCN,2,13.73
electrophile_3,ligand_1_XPhos,base_5_CsF,solvent_2_MeOH,1,5.73
electrophile_3,ligand_1_XPhos,base_5_CsF,solvent_2_MeOH,2,1.34
electrophile_3,ligand_1_XPhos,base_5_CsF,solvent_3_THF,1,9.33
electrophile_3,ligand_1_XPhos,base_5_CsF,solvent_3_THF,2,1.81
electrophile_3,ligand_1_XPhos,base_5_CsF,solvent_4_DMF,1,11.79
electrophile_3,ligand_1_XPhos,base_5_CsF,solvent_4_DMF,2,3.52
electrophile_3,ligand_1_XPhos,base_6_Et3N,solvent_1_MeCN,1,19.76
electrophile_3,ligand_1_XPhos,base_6_Et3N,solvent_1_MeCN,2,20.17
electrophile_3,ligand_1_XPhos,base_6_Et3N,solvent_2_MeOH,1,11.6
electrophile_3,ligand_1_XPhos,base_6_Et3N,solvent_2_MeOH,2,15.83
electrophile_3,ligand_1_XPhos,base_6_Et3N,solvent_3_THF,1,12.38
electrophile_3,ligand_1_XPhos,base_6_Et3N,solvent_3_THF,2,19.11
electrophile_3,ligand_1_XPhos,base_6_Et3N,solvent_4_DMF,1,6.16
electrophile_3,ligand_1_XPhos,base_6_Et3N,solvent_4_DMF,2,13.52
electrophile_3,ligand_1_XPhos,base_7_NaHCO3,solvent_1_MeCN,1,33.69
electrophile_3,ligand_1_XPhos,base_7_NaHCO3,solvent_1_MeCN,2,19.0
electrophile_3,ligand_1_XPhos,base_7_NaHCO3,solvent_2_MeOH,1,14.75
electrophile_3,ligand_1_XPhos,base_7_NaHCO3,solvent_2_MeOH,2,20.71
electrophile_3,ligand_1_XPhos,base_7_NaHCO3,solvent_3_THF,1,20.89
electrophile_3,ligand_1_XPhos,base_7_NaHCO3,solvent_3_THF,2,21.75
electrophile_3,ligand_1_XPhos,base_7_NaHCO3,solvent_4_DMF,1,20.58
electrophile_3,ligand_1_XPhos,base_7_NaHCO3,solvent_4_DMF,2,21.31
electrophile_3,ligand_1_XPhos,base_8_KOAc,solvent_1_MeCN,1,19.45
electrophile_3,ligand_1_XPhos,base_8_KOAc,solvent_1_MeCN,2,15.95
electrophile_3,ligand_1_XPhos,base_8_KOAc,solvent_2_MeOH,1,6.84
electrophile_3,ligand_1_XPhos,base_8_KOAc,solvent_2_MeOH,2,11.41
electrophile_3,ligand_1_XPhos,base_8_KOAc,solvent_3_THF,1,19.4
electrophile_3,ligand_1_XPhos,base_8_KOAc,solvent_3_THF,2,9.23
electrophile_3,ligand_1_XPhos,base_8_KOAc,solvent_4_DMF,1,3.17
electrophile_3,ligand_1_XPhos,base_8_KOAc,solvent_4_DMF,2,13.57
electrophile_3,ligand_2_SPhos,base_1_NaOH,solvent_1_MeCN,1,0.0
electrophile_3,ligand_2_SPhos,base_1_NaOH,solvent_1_MeCN,2,0.0
electrophile_3,ligand_2_SPhos,base_1_NaOH,solvent_2_MeOH,1,0.0
electrophile_3,ligand_2_SPhos,base_1_NaOH,solvent_2_MeOH,2,0.0
electrophile_3,ligand_2_SPhos,base_1_NaOH,solvent_3_THF,1,0.0
electrophile_3,ligand_2_SPhos,base_1_NaOH,solvent_3_THF,2,0.0
electrophile_3,ligand_2_SPhos,base_1_NaOH,solvent_4_DMF,1,0.0
electrophile_3,ligand_2_SPhos,base_1_NaOH,solvent_4_DMF,2,0.0
electrophile_3,ligand_2_SPhos,base_2_KOH,solvent_1_MeCN,1,20.29
electrophile_3,ligand_2_SPhos,base_2_KOH,solvent_1_MeCN,2,25.03
electrophile_3,ligand_2_SPhos,base_2_KOH,solvent_2_MeOH,1,15.31
