smiles,E_gas_hartree,E_solv_hartree,dG_solv_kcal
CC(Cl)CCl,-18.58674479705,-18.590735091808,-2.503945873298485
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,-56.26023041058,-56.279117057234,-11.85154075520257
C1CCCC1,-15.814314271955,-15.814378737876,-0.0404529456205527
O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,-55.115272077599,-55.133742093361,-11.590101120795968
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,-49.91319262814,-49.926777616352,-8.524702367921153
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-61.736293892581,-61.759135521778,-14.33332789577801
CCCOC(=O)c1ccc(N)cc1,-39.106222789176,-39.121034835292,-9.29469224620446
CN(C)c1ccccc1,-25.646085174865,-25.64896759109,-1.8087421229328744
CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,-49.912452896167,-49.922477443248,-6.290493514252679
COc1ccc(C=O)cc1,-29.307548077936,-29.313924812843,-4.0014585447547635
c1(OC)ccc(CC=C)cc1,-31.553920176882,-31.557035314965,-1.954777183325464
OCCOc1ccccc1,-30.335728022836,-30.344162350361,-5.292616430884289
CCCCCc1ccccc1,-31.70677320773,-31.708003054189,-0.7717397216412826
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-63.15319740122,-63.159584637731,-4.008048395782935
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-66.271777311737,-66.286957497476,-9.525703172893133
c1ccc2c(c1)c3cccc4cccc2c34,-39.358582873896,-39.361235287682,-1.664413522440472
C1CCCCCCC1,-25.295785225803,-25.296084750478,-0.1879544292825868
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-63.127685309144,-63.143465645314,-9.902302969702598
CCCCCC#C,-21.038111302136,-21.039762891979,-1.0363874907911297
NC(=O)c1ccccc1O,-29.601533416359,-29.621914732664,-12.78945941323338
Cn1ccc(=O)[nH]c1=O,-27.786492792984,-27.802157123676,-9.829508488206866
NC(=O)NC1NC(=O)NC1=O ,-35.581574669267,-35.608237423399,-16.731118182615745
CCc1cccc(CC)c1N(COC)C(=O)CCl ,-55.799043355204,-55.812380197294,-8.368988443052814
Cc1ccccc1n3c(C)nc2ccccc2c3=O,-51.35308588446,-51.365333489365,-7.685482306331219
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,-55.058430773609,-55.068114768012,-6.076793643835364
CCCCCCCCC(=O)OC,-39.765110944864,-39.771535626766,-4.031545715644742
Oc1c(I)cc(C#N)cc1I,-31.083689066978,-31.09846111647,-9.26959400467463
C1SC(=S)NC1(=O),-21.441870149824,-21.448821982132,-4.362337339761472
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-53.989450266586,-54.000404496397,-6.873877794474369
CCNc1nc(NC(C)(C)C)nc(SC)n1,-49.041626810819,-49.057590415188,-10.017305413990384
COC(=O)c1ccccc1,-29.33321853765,-29.34056816011,-4.61195424025077
CCC(=O)OC,-20.783436023991,-20.789374851366,-3.7266676272572448
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-60.901879428987,-60.910451017866,-5.378749165872761
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-63.688771059484,-63.695485679409,-4.213484434520656
OC1CCCCCC1,-26.196109734728,-26.202686013678,-4.1266742276354895
CCOCCOCC,-28.104247726798,-28.108869814125,-2.9004013964785695
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-69.163283938,-69.18635739539,-14.478802173340254
Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,-42.921578803813,-42.927835542516,-3.926159846781752
O=C2NC(=O)C1(CC1)C(=O)N2 ,-33.992772464281,-34.008018391337,-9.566956440983592
Cc1ccc2cc(C)ccc2c1,-31.816568574083,-31.818761769928,-1.3762501314994753
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,-88.972692949466,-88.998747349226,-16.34937033899757
CC(C)c1ccc(C)cc1O,-32.622412519323,-32.627815946639,-3.3906992716340105
Oc1ccc(Cl)c(Cl)c1Cl,-32.095860754903,-32.108716105502,-8.066848199026012
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-36.14507390264,-36.153804316915,-5.4784135312909665
ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,-76.035832905464,-76.035863204036,-0.0190126266170005
CCCCCCCC(=O)OC,-36.602788022086,-36.609354928601,-4.120792940319618
CC(C)=CCC/C(C)=C\CO,-34.613422716621,-34.617279167072,-2.4199573660542764
Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,-63.332658379336,-63.351296617828,-11.695662397873413
ClC(Cl)(Cl)Cl,-20.321876882374,-20.321768704463,0.0678826127529579
COc1ccc(NC(=O)N(C)C)cc1Cl,-46.602077062501,-46.61901818808,-10.63070877094976
Cc1ccc2cc3ccccc3cc2c1,-38.235920891056,-38.238540777681,-1.6440024361706158
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-64.653524393002,-64.672188587047,-11.711949740984933
CCOC(=O)CC,-23.951383445318,-23.957440328237,-3.8007485436172215
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,-55.829849544185,-55.83956656993,-6.097521108217601
CCCCCCBr,-23.565950294513,-23.56885846619,-1.8249039008622263
Oc1cccc(Cl)c1,-24.006077388913,-24.01507293916,-5.644788739945033
Cc1c(C)c(C)c(C)c(C)c1C,-34.886648469822,-34.888573315911,-1.2078582444648152
FC(F)(Cl)C(F)(Cl)Cl,-32.105210029568,-32.104023452039,0.7445880786437835
OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,-73.539380712559,-73.555922331,-10.380014446300084
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,-58.644926231744,-58.660427643892,-9.72727563557804
c1cccc2c3c(C)cc4ccccc4c3ccc12,-47.827709913364,-47.830896608736,-1.9996800261891168
N(=Nc1ccccc1)c2ccccc2,-36.555612042673,-36.561782460232,-3.871992552033769
CCN(CC)C(=S)SSC(=S)N(CC)CC,-50.487838510222,-50.498339130595,-6.589233789641716
CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,-84.016699788948,-84.033625700535,-10.621161854043557
O=C(c1ccccc1)c2ccccc2,-36.960656214363,-36.967178757975,-4.092954819422646
C/C1CCC(\C)CC1,-25.311957593901,-25.312344282377,-0.2426504988876683
CN(C)C=Nc1ccc(Cl)cc1C,-38.445544415795,-38.454328132629,-5.511861366788407
Cc1ccc(cc1N(=O)=O)N(=O)=O,-39.962709422524,-39.977808407224,-9.474748790114417
CCNc1nc(Cl)nc(NC(C)C)n1,-43.513900338147,-43.533278717833,-12.160107658379724
CCN(CC)c1ccccc1,-31.979863508923,-31.982572033756,-1.6996237094312012
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-69.014756704018,-69.035300253871,-12.89126242470757
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-69.46704602095,-69.483670124135,-10.431774365521925
CCCCCC(=O)OCC,-33.444372107383,-33.450728617135,-3.988767077964964
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-49.833358579004,-49.846833045263,-8.455348847717616
ClC(Cl)C(Cl)(Cl)Cl,-27.528271232809,-27.530743122146,-1.5511328059706548
Oc1ccccc1O,-24.027986397095,-24.039556148047,-7.260122850140151
Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-59.103757444333,-59.109823180009,-3.806303728313101
C/C1CCCCC1\C,-25.306077058666,-25.306434979578,-0.224598593569419
Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,-53.396028642492,-53.408843580992,-8.041489243196525
Cc1cc(C)c2ccccc2c1,-31.815070493305,-31.817236375253,-1.359110415306796
Clc1ccc(Br)cc1,-23.51182226222,-23.515575153,-2.354972740466718
ClC(=C)Cl,-14.369705267134,-14.372411176077,-1.697982214912807
CC=C,-9.442264959655,-9.442685837418,-0.2641045841824606
Cc1c2ccccc2c(C)c3ccc4ccccc4c13,-50.986457212333,-50.989835716505,-2.1200417744663125
CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,-56.67971106489,-56.69723999894,-10.999563876780616
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-45.180105476396,-45.195172849881,-9.454912468196344
Cc1ncc(N(=O)=O)n1CCO ,-38.328233793426,-38.347568870198,-12.132934690122184
O=C1NC(=O)NC(=O)C1(C)CC,-38.197190449875,-38.210991489528,-8.660276591612114
c1cncnc1,-16.422850597382,-16.429744394538,-4.325919759566441
Clc1cccc(c1)c2cc(Cl)ccc2Cl ,-42.921466122134,-42.927675070244,-3.896170819558165
CCc1ccccc1CC,-28.546658144981,-28.547984219228,-0.8321235246608887
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-66.877489307032,-66.879390041725,-1.192728126475732
NC(=S)N,-13.261648949196,-13.280423575933,-11.781247249108503
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-82.905028671371,-82.930767095583,-16.151092838844153
CC1CCCO1,-19.876290656378,-19.878703242874,-1.513919739518368
CC(C)Cc1ccccc1,-28.546146378456,-28.547342581238,-0.7506280115285401
Nc1nc(=O)[nH]cc1F,-28.186503800284,-28.209747253057,-14.585475806131548
CCC(C)C(=O)C,-23.026949189098,-23.032034246953,-3.190919569532162
CC1(C)CON(Cc2ccccc2Cl)C1=O,-48.430101007145,-48.441909603787,-7.410000670228166
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-71.880823233137,-71.893831886668,-8.163047168586022
CC(C)O,-14.563920346812,-14.57002067255,-3.828009303525605
CC(=O)N,-13.819497077789,-13.832620459869,-8.23504036563863
c2ccc1scnc1c2 ,-23.701517485948,-23.704011393467,-1.5649494133400488
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-66.309544127254,-66.322480513649,-8.117698890338557
CCCC(O)C=C,-22.995308244686,-23.000838861981,-3.4705121281666473
Oc1cccc2ccccc12,-29.546672577612,-29.552684838696,-3.772747940559124
CCc1cccc2ccccc12,-31.807642920129,-31.809428556771,-1.1205030635855715
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-46.969263219292,-46.977014965469,-4.864290491783112
C1CCOCC1,-19.878587515205,-19.880553586052,-1.233727151130514
Oc1c(Cl)cccc1Cl,-28.053608814952,-28.061632822659,-5.035137052211976
COC(C)(C)C,-20.889162559839,-20.891792873281,-1.6505453576744722
O2c1ccccc1N(C)C(=O)c3cccnc23 ,-46.927460767602,-46.940122965206,-7.945642956289274
CC(=C)C,-12.613496649179,-12.614168498889,-0.4215917396728114
CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,-87.863336717277,-87.895033576057,-19.8900641561847
Cc1ccccc1N(=O)=O,-29.509568111491,-29.518412112963,-5.549690519692786
CCCCC(O)CC,-27.213588304696,-27.220055630848,-4.058305366316669
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O ,-106.636171746342,-106.67113020472,-21.93674725832043
CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,-65.155473953106,-65.170377399936,-9.352047016849257
CC(=O)C(C)(C)C,-23.029376429249,-23.034404552455,-3.1551925648734995
Nc1ccccc1Cl,-23.370223874963,-23.377164000924,-4.354991501662277
Oc2ncc1nccnc1n2,-30.639509110759,-30.66027295234,-13.02949746665234
Oc1cc(Cl)cc(Cl)c1,-28.056035978057,-28.065877131488,-6.175412348334009
Sc2nc1ccccc1s2 ,-26.953329005914,-26.95669494011,-2.1121540013984315
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,-66.241302768641,-66.264057628594,-14.27887941424504
CCCCCCc1ccccc1,-34.8719293743,-34.873366772717,-0.901980443251004
CC=C(C)C,-15.780345784292,-15.781022259561,-0.4244943195746763
C1c2ccccc2c3ccccc13,-32.933695550583,-32.936061910675,-1.48491225496921
CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,-52.915168796046,-52.927043187362,-7.451287420315599
CCN(CC)C(=S)SCC(Cl)=C,-38.227789278858,-38.235244492351,-4.678213563780846
O=C1NC(=O)NC(=O)C1(CC)CC,-41.358618104929,-41.371934758455,-8.356319937445118
CCC,-10.500828065499,-10.500770044113,0.0364089419073179
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C ,-84.889242953148,-84.901768391094,-7.859825040054024
CC1CCCCC1,-22.145007019266,-22.145259183674,-0.1582354354995463
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,-65.110311485095,-65.131909476285,-13.552933853649716
CCCCC#C,-17.875507715681,-17.877097778613,-0.9977788003959924
CCCCCC(=O)C,-26.186874488966,-26.192053942136,-3.2501534792520066
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,-52.718570673308,-52.737900739885,-12.129790747665568
Cc1ncnc2nccnc12,-29.727543034705,-29.740926898152,-8.39849476776369
c3ccc2c(O)c1ccccc1cc2c3 ,-39.136169261997,-39.142894670181,-4.2202541641357625
Clc1cccc(c1)N(=O)=O,-30.388680876035,-30.397779274004,-5.709326611130214
CCCCC(=O)C,-23.025755146609,-23.030891891711,-3.2233537822108596
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,-74.694260318081,-74.703996895676,-6.109790070056129
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-57.601966136002,-57.605588603731,-2.2731311021584477
Oc1ccccn1,-20.236012878005,-20.246018283741,-6.278482147993265
Oc1ccc(Cl)cc1,-24.005856815235,-24.014863825388,-5.6519799341004
NC(N)=NC#N ,-17.980381126988,-18.011704714047,-19.655832791805516
CCCC(C)(C)C,-23.157707216692,-23.158108173002,-0.2516036931312537
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-61.771648748582,-61.788212755922,-10.394063681912415
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-88.729069563453,-88.747657366975,-11.66401400029294
Cc1cccc(C)c1,-22.221064643913,-22.222464317411,-0.8783077170563206
Oc1c(Cl)cc(Cl)cc1Cl,-32.100869868245,-32.108929750435,-5.0576486131672045
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-72.037794697721,-72.055427264044,-11.064594060780472
CC(=C)C=C,-14.722245833982,-14.723163472899,-0.5758266791669358
NC(=O)c1cccnc1 ,-25.800419556567,-25.816699994507,-10.21612133129195
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-63.362192877442,-63.369114972216,-4.343676769541079
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-53.64349355608,-53.653931592418,-6.549961744418629
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-51.945394512125,-51.963449766517,-11.32983462827138
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-47.678546320711,-47.691903246284,-8.381591009387344
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-65.689586010577,-65.712275932757,-14.238130377244945
CCSC(=O)N(CC(C)C)CC(C)C,-45.569589838179,-45.577697721522,-5.087769768683388
C1Cc2ccccc2C1,-24.371756088377,-24.37297953076,-0.767721106312265
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-64.768418828101,-64.802557154055,-21.42210678106205
CC=CC=O,-15.632953176188,-15.638644960404,-3.571645821597544
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,-87.640102720845,-87.661149204246,-13.206857752483277
FC(F)(F)C(Cl)Br ,-27.611681828616,-27.610831729711,0.5334447137784717
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,-58.969884211567,-58.983978787703,-8.844473376527079
Fc1cccc(F)c1,-24.338221896859,-24.342264654993,-2.536867113907169
CCCOC(=O)C,-23.951858042862,-23.958214923487,-3.9889998041124666
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-91.199212123773,-91.227521338887,-17.76428726697526
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-46.964466923942,-46.981016781007,-10.385184257002065
CCC=C,-12.606046278079,-12.606479851028,-0.2720709276537167
CNC(=O)Oc1cccc(N=CN(C)C)c1,-48.133150273889,-48.15150367511,-11.51692444678782
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-50.404305661035,-50.421828104959,-10.99549126430158
BrCBr,-11.309311209677,-11.310655430331,-0.84351055837059
CCC1CCCCC1,-25.308807013873,-25.309200562026,-0.2469550079404385
CCCCCCC(=O)OCC,-36.606125115608,-36.612811411181,-4.195710648716013
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-51.058907709575,-51.070073551146,-7.006666078376417
CCCCCCCCCCCCCCCCCCO,-62.022057201268,-62.026134027256,-2.5582449989045672
c1ccoc1,-14.645031195959,-14.645192485395,-0.1012105726954259
Sc1nccc(=O)[nH]1 ,-23.768849503962,-23.781545554731,-7.966886122005355
CCC(O)(CC)CC,-27.219294055026,-27.22434518284,-3.1696281634348873
c1c(OC)c(OC)C2C(=O)OCC2c1,-43.778780181415,-43.788777549899,-6.273438700026921
BrC(Br)(Br)Br,-18.429102325402,-18.432137415366,-1.9045462682204657
ClCC,-11.378046626147,-11.381218189018,-1.990184245618102
CC(=O)Nc1ccc(cc1)N(=O)=O,-39.171855871646,-39.19026476164,-11.551744151244549
CCCCOC=O,-23.939723856176,-23.94391480993,-2.6298611992197083
CCCCS,-16.907533783194,-16.908697031915,-0.729949041665598
CC(C)CO,-17.721863411426,-17.729215996193,-4.613813114554402
Nc1ccc(cc1)N(=O)=O,-29.783685901764,-29.802907195324,-12.06153470054275
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-68.958351637966,-68.975554423594,-10.794902806641304
CNc1ccccc1,-22.481316182846,-22.48499551887,-2.308816469084043
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-64.637100227673,-64.658948981076,-13.71028939915802
CCCCOC(=O)c1ccc(N)cc1,-42.269888347694,-42.285123280326,-9.56005734097232
CC(C)=CCCC(O)(C)C=C,-34.607332686126,-34.611948354989,-2.8963737525544406
Clc1cc(Cl)cc(Cl)c1,-28.031040228797,-28.034666279683,-2.275379565424081
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-55.05937926787,-55.067124102053,-4.8599531533405536
Cc1cc(C)c(C)c(C)c1C,-31.724592285602,-31.726465600794,-1.1755221428169107
CC(C)OC(=O)Nc1cccc(Cl)c1,-43.183218163264,-43.19486325398,-7.3073992301073885
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-66.826747058975,-66.841176856781,-9.05482799144676
CCC(=O)C,-16.69670945927,-16.701660240333,-3.106659674060993
Nc1ccc(cc1)S(N)(=O)=O,-34.120583065555,-34.149602683882,-18.21007167675644
CCC#C,-11.546225408076,-11.547670928809,-0.9070772696442188
C=C,-6.271260122573,-6.27146026422,-0.1255906847675295
CCNC(=S)NCC,-25.924059709423,-25.936140810343,-7.580999557210321
COc2ncc1nccnc1n2,-33.801701518554,-33.815406627686,-8.60007932631509
CC(C)C1CCC(C)CC1O ,-35.69753845022,-35.703371169037,-3.6600835521348913
CC(=C)C(=C)C,-17.890411686525,-17.89144668057,-0.6494680781838099
CCOC(=O)CC(=O)OCC,-37.398337752043,-37.410039341766,-7.342852865492066
COCCCNc1nc(NC(C)C)nc(SC)n1,-56.256841620743,-56.275580243866,-11.758654657290196
COC(=O)c1ccc(O)cc1,-33.408669020738,-33.422629484206,-8.760316470338395
CCCCCl,-17.706378964819,-17.709288925711,-1.8260266493788757
CCOc1ccc(NC(N)=O)cc1,-39.38733983654,-39.405196377615,-11.205140233431068
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-47.435128051455,-47.451850768588,-10.493655505411557
c1c(NC(=O)c2ccccc2(I))cccc1,-43.728493153336,-43.738989655716,-6.5866497119717655
c1cC2C(=O)NC(=O)C2cc1,-31.750977044131,-31.760902438355,-6.228274204106947
Fc1ccccc1Br,-23.684545432873,-23.688957408351,-2.768554320224223
CC12CCC(CC1)C(C)(C)O2,-34.699263173399,-34.701770267455,-1.5732240839864504
CNC(=O)ON=C(SC)C(=O)N(C)C,-45.814035548936,-45.836503096875,-14.098588539654903
c2ccc1NCCc1c2 ,-24.638910821545,-24.642494590933,-2.248847544895246
OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O ,-104.195475016999,-104.241522835872,-28.895420773181417
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,-58.513648042434,-58.521260767219,-4.777053317109431
CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,-70.342969585676,-70.369119043824,-16.409020332992053
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,-61.183715004369,-61.191965234833,-5.1770938682343
CCCCCCCCCCCCCCCCO,-55.686026119554,-55.69398951845,-4.997104477831706
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-75.705795834404,-75.720246357391,-9.06783322905245
CCI,-10.63876018047,-10.642266297933,-2.200120263090226
CCC(C)(C)C,-19.99729057388,-19.997600002695,-0.1941693662702056
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-53.536567040492,-53.553492452671,-10.62084847103149
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,-87.089109756715,-87.104341932021,-9.55832709409057
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,-67.304454311341,-67.330176319136,-16.140791389430568
CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C ,-69.460273063818,-69.471746000936,-7.19937129797935
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-53.282209760102,-53.291117240486,-5.589524108285629
CC(=O)OCC(COC(=O)C)OC(=O)C,-50.855298731275,-50.873760972871,-11.585222761663015
c1ccc2c(c1)sc3ccccc23,-33.024598515175,-33.025106302819,-0.3186413166968813
O=N(=O)c1c(Cl)c(Cl)ccc1,-34.428609099333,-34.439290374433,-6.702596256724541
CNC(=O)ON=C(CSC)C(C)(C)C ,-45.65667292454,-45.670466474555,-8.655576776363986
CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,-80.00122096715,-80.008732023852,-4.713255680015616
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,-73.625745157233,-73.643762629632,-11.306126087620942
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-87.093359979287,-87.106867329096,-8.475983571298103
CSC,-10.571548762374,-10.571758868203,-0.1318432986498538
Clc1ccccc1c2ccccc2Cl ,-38.870468049698,-38.876016708768,-3.4818335043574766
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,-84.850692986654,-84.876937149557,-16.468448419097317
CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,-52.636845631014,-52.648062046968,-7.038401958880414
CCc1ccc2ccccc2c1,-31.809825286253,-31.811659587793,-1.151040725062031
CCN(CC)C(=O)CSc1ccc(Cl)nn1,-49.179498133225,-49.192207762759,-7.975406919246981
C=CCC=C,-14.710823082591,-14.711713634967,-0.558829630910895
C1Cc2cccc3cccc1c23,-30.798765812359,-30.800830580469,-1.295660571937644
CBr,-7.74550905886,-7.748038774861,-1.5874195580714
COc2cnc1cncnc1n2,-33.801600494058,-33.814856524784,-8.318278584840218
Nc1cc(nc(N)n1=O)N2CCCCC2 ,-45.613652686106,-45.640080808156,-16.583884439473174
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-51.173933425585,-51.190013705202,-10.090520182184251
ClC(Cl)(Cl)N(=O)=O,-26.718144247327,-26.719125542499,-0.6157715520865944
O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,-53.537295334255,-53.556928014403,-12.319683486991202
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-52.247642967146,-52.254524895695,-4.318472101854054
CC#N,-8.688500961266,-8.69852465831,-6.289960108383237
CCC(C)Cl,-17.711430736446,-17.714609814518,-1.994900101881406
OCC(O)CO,-22.678937992325,-22.695885387869,-10.63464323042062
CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-74.011636342856,-74.025087778617,-8.440897002957463
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-65.011195351326,-65.023656144496,-7.819259861317875
CI,-7.473371869077,-7.476774539166,-2.135206104878143
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,-59.678318919835,-59.704945055008,-16.708139456271933
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,-51.76852347272,-51.774303522452,-3.62703322727952
CN(C)C(=O)NC1CCCCCCC1,-44.731207698429,-44.743290932838,-7.582338340755682
CC(C)CC(C)(C)C,-26.319458279593,-26.319950308843,-0.3087527826388931
O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,-52.019265613673,-52.033042295425,-8.644991789515055
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-105.846650532576,-105.878231493574,-19.81733725489357
Cc1ccc(cc1)c2ccccc2,-33.937660795901,-33.939903797683,-1.4075038052201243
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-72.20611998685,-72.219918898372,-8.65894117026014
CCCCCC1CCCC1,-31.636812699444,-31.637535550186,-0.453595346262279
CCSCc1ccccc1OC(=O)NC ,-45.52853669321,-45.540218730896,-7.330583786304496
COc1ccccc1N(=O)=O,-33.568937773494,-33.580786157832,-7.434967807555266
CCCCCCCCCCCC(=O)OC,-49.258167127218,-49.264595503175,-4.0338637684013
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,-67.357894127249,-67.371566300222,-8.579411590115962
OCCCC=C,-19.828384965864,-19.835298584472,-4.33835789908712
CC(C)C,-13.667558770351,-13.667640730126,-0.0514304964497268
CCOc1ccccc1,-26.279810822449,-26.282311062727,-1.5689232766072922
Clc1cc(Cl)c(Cl)cc1Cl,-32.073920893559,-32.078164724109,-2.663041864601688
CCc1ccccn1,-22.487007583006,-22.490650774416,-2.2861353984972173
Nc1nc[nH]n1,-18.003759489769,-18.021661595649,-11.233732558653594
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-48.519907889886,-48.535180314809,-9.58358409100532
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-72.184974752441,-72.205065198986,-12.606936021014088
CCC(O)CC,-20.888292734577,-20.893947901401,-3.548668078560804
